Departement,Commune,Nom_AEV,No_AEV,Type_AEV_,Arrondissement,Village,Localite,Nom_Local,Indice_IRH,Hors_Parc,Ouvrage_Positif,Usage_Ouvrage,Type_Ouvrage,Type_SE,etat_ouvrage,Perennite,Propriete_Ouvrage,DateCreat,DateModif,Categorie,No_Localite,Pop_Ajustee,Annee_Actuelle,Autre_Nom,Id_Financement,Id_Programme,A_Ouvrage_Id.Entreprise,Annee_Fin,Type_Exhaure,Id_Unite_Hydro,Nom Unité hydro,Longitude,Latitude,xCoord,yCoord,Prof_Totale,Prof_Toit,Prof_Mur,Lithologie,Date_Foration,Prof_Equipee,Prof_Sup_Crep,Longueur_Crep,Prof_Inf_Crep,Geomorphologie,Date_Dvpt,Debit_Dvpt,Niv_Statique,Date_Niveau,Debit_Exploitable,Debit_Equipe,rqtListe_Pompe.Modele_Pompe,rqtListe_Pompe.Cote_Install,Date_Essai,Conductivite,Potabilite,A_Pmotor.Info_Programme,A_Pmotor.Modele_Pompe,Puissance_Pompe,Energie,A_Pmotor.Entreprise,Info_Entreprise,A_Pmotor.Cote_Install,AM_Install,Modele_Groupe,Puissance_Groupe,Puissance_Crete,Puissance_Eolienne,Vanne,Ventouse,Clapet,Anti_Belier,Compteur,Manometre,Tamis,SONEB,Etat_AEV,Expr1004,Expr1005,A_Ouvrage_Id.Info_Programme,Hauteur_Margelle,Debit_Fin_Foration
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,BABAROU KEITA,PAR-C-0233-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,07-Apr-11,,IV,04-8-01-02-01,3773,2020,,UEMOA,UEMOA,FORAG SA,2011,PMH,,,"02°25'26.2""E","09°06'54.8""N",2.423944,9.115222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,,PAR-C-0041-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,04-Aug-16,05-Sep-16,V,04-8-02-01-01,4242,2020,,UNION EUROPEENNE,,SETHAGEN,2016,PMH,,,"02°18'58.5""E","09°09'18.4""N",2.31625,9.155111,35.36,,,,,33.46,26.47,,32.48,,,1.65,18.24,,,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,,ACCES/CARE BENIN TOGO,0,1.12
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,,PAR-C-0065-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Dec-17,20-Feb-18,V,04-8-02-01-01,4242,2020,,,,,2017,PMH,,,"02°18'59.2""E","09°09'26.4""N",2.316444,9.157333,50.43,,,Gneiss+Micaschiste+Amphibolite,,,,,,,,2.4,18.97,,,,VERGNET 4D,48,9/30/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI,PAR-C-0129-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,V,04-8-02-01-01,4242,2020,,Conseil de l'Entente,CE III,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°19'40.0""E","09°10'15.0""N",2.327778,9.170834,55.13,23,55.13,,27-Feb-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI PEULH,PAR-C-0195-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,V,04-8-02-01-01,4242,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,Soc pan,Socle panafricain ,,,,,67.53,21.38,46.15,Gneiss sain,,21.38,25.87,,67.53,Plateau,6/16/2005,,10.85,,,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0034-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°19'40.8""E","09°12'44.4""N",2.328,9.212334,,,,,,,,,,,,,,,,,AFRIDEV,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI PEULH,PAR-C-0205-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,29-Oct-10,V,04-8-02-01-01,4242,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,Gneiss,Gneiss,"02°19'06.5""E","09°11'07.3""N",2.318472,9.185361,67.57,21.38,45.85,Gneiss à biotite sain,13-Jun-05,67.57,,17.74,,,6/13/2005,0.71,10.85,6/16/2005,0.71,,,,5/16/2005,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0033-04,FAUX,VRAI,Consommation courante,F,,NE,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°19'39.0""E","09°12'26.8""N",2.3275,9.207444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI KOKA,PAR-A-0114-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°12'00.0""E","09°12'58.7""N",2.2,9.216306,,,,,,,,,,,,,,,,,AFRIDEV,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU,PAR-A-0117-04,FAUX,VRAI,Consommation courante,F,,A,Pérenne,Communautaire,,,IV,04-8-02-02-03,4722,2020,,,,,,PMH,,,"02°16'24.6""E","09°11'05.6""N",2.2735,9.184889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU,PAR-A-0118-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-02-03,4722,2020,,,,,,PMH,,,"02°16'25.1""E","09°11'05.6""N",2.273639,9.184889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI KOKA,PAR-A-0119-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°19'20.9""E","09°12'31.8""N",2.322472,9.208834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Angaradébou,BANIGRI PEULH,PAR-C-0009-04,FAUX,VRAI,Consommation courante,PM,,B,Non pérenne,Communautaire,,02-Jul-10,IV,04-8-02-02-02,2255,2020,,UNION EUROPEENNE,2FED,,,Treuil,,,"02°18'51.1""E","09°09'37.2""N",2.314194,9.160334,,13,,Granite,,15,,,,,,,2,,15,,,,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,2FED,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI,PAR-C-0006-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-02-01-01,4242,2020,,PNUD,UNICEF,REGI/DGH,,PMH,,,"02°19'01.1""E","09°09'22.4""N",2.316972,9.156222,42,3,42,Granite fracturé,19-Dec-83,41.6,,,,,,,9.4,,,,INDIA,,2/25/1984,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI PEULH,PAR-C-0204-04,FAUX,FAUX,Consommation courante,F,,NE,sec,Communautaire,,,V,04-8-02-01-01,4242,2020,,DANEMARK,DANIDA,FORAG SA,,,Migmatite,Migmatite,"02°19'06.2""E","09°11'07.2""N",2.318389,9.185333,67.53,23,44.53,migmatique,04-Apr-05,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,BAKOU KPAROU,,PAR-D-0504-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,12-Apr-12,08-Jul-18,Ib,04-5-53-06-12,56,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°36'04.9""E","09°24'19.3""N",2.601361,9.405361,42.75,,,,,42.75,,,,,,,,,,,AFRIDEV,25,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,CEG ALIFIAROU,PAR-C-0253-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,02-May-13,,IV,04-8-01-02-01,3773,2020,,POT COMMUN,FADEC,FORAG SA,2013,PMH,,,"02°24'12.9""E","09°01'19.2""N",2.403583,9.022,49.14,,,,,49.14,,,,,,2.4,10.21,,,0.7,,25,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,POT COMMUN,FADEC,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,SOKODOURO KPAROU,SOKODOURO KPAROU 2,PAR-D-0575-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,04-Sep-18,04-Sep-18,Ia,04-5-53-08-05,337,2020,,,,,2018,PMH,,,"02°36'29.2""E","09°22'55.6""N",2.608111,9.382112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADEC 2016,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,SOKODOURO KPAROU,SOKONDOURO KPAROU 1,PAR-D-0521-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Nov-12,24-Jun-18,Ia,04-5-53-08-05,337,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°36'17.3""E","09°23'32.2""N",2.604805,9.392278,47,,,,,47,38.16,,44.37,,,1.5,21,,,,INDIA MK3,32,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,TIMBOYEROU,TIMBOYEROU 1,PAR-D-0498-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,19-May-11,24-Jun-18,Ia,04-5-53-08-03,332,2020,,Allemagne,GTZ/KFW,FORAG SA,2011,PMH,,,"02°36'45.1""E","09°23'06.2""N",2.612528,9.385056,,,,,,,,,,,,,,,,,INDIA MK3,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Allemagne,GTZ/KFW,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,GUEMA,GUEMA,PAR-D-0398-04,FAUX,FAUX,Consommation courante,F,,,,,,,Ia,04-5-53-08-01,10524,2020,,Conseil de l'Entente,CEI I BIS,INTRAFOR-COFOR,,,Cret Soc,Crétacé/socle Panafricain,"02°35'00.0""E","09°27'00.0""N",2.583333,9.45,63,26,63,,06-Dec-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CEI I BIS,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,TIMBOYEROU,TIMBOYEROU II,PAR-D-0242-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Privé,,08-Jul-18,Ia,04-5-53-08-03,332,2020,,,,,2006,PMH,,,"02°36'47.7""E","09°23'14.8""N",2.61325,9.387444,,,,,,,,,,,,,,,,,VERGNET 4D,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,TIMBOYEROU,Nikki Kpérou TimBoyéro,PAR-D-0227-04,FAUX,VRAI,Consommation courante,PM,,B,Non pérenne,Communautaire,,03-May-10,Ia,04-5-53-08-03,332,2020,,DANEMARK,DANIDA,,2003,Treuil,,,"02°36'47.4""E","09°23'15.2""N",2.613167,9.387555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,GUEMA,GUEMA BLOC A,PAR-D-0226-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ia,04-5-53-08-01,10524,2020,,,,,,Treuil,,,"02°37'23.2""E","09°23'05.5""N",2.623111,9.384861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,SOKODOURO KPAROU,SOKOUNON FERME,PAR-D-0184-04,FAUX,VRAI,Agricole,PM,,A,Pérenne,Privé,,,Ia,04-5-53-08-05,337,2020,,,,,,Treuil,,,"02°39'32.4""E","09°21'38.0""N",2.659,9.360556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,GUEMA,,PAR-D-0119-04,FAUX,VRAI,,F,PMH,,,,01-Jan-10,01-Jan-10,Ia,04-5-53-08-01,10524,2020,,,,,,,,,"02°37'18.6""E","09°23'01.7""N",2.621833,9.383805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,ZONGO NORD,ZONGO2,Zongo II,PAR-D-0243-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,Id,04-5-53-07-01,19230,2020,,Conseil de l'Entente,CE III,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°37'36.0""E","09°21'20.0""N",2.626667,9.355556,73.38,43,73,Granite fracturé,01-Jun-96,72.47,,,,,6/1/1996,1.4,9.75,,1.27,0.7,VERGNET,,6/7/1996,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,NIKKI KPEROU,,PAR-D-0579-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,04-Sep-18,04-Sep-18,Ib,04-5-53-06-13,494,2020,,PAYS-BAS,PPEA II,,2015,PMH,,,"02°35'29.8""E","09°23'42.3""N",2.591611,9.395083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA II,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,SWINROU,,PAR-D-0578-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,04-Sep-18,04-Sep-18,Ib,04-5-53-06-11,998,2020,,PAYS-BAS,PPEA II,,2015,PMH,,,"02°37'05.0""E","09°23'52.9""N",2.618056,9.398027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA II,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,GUEMA ,GUEMA CENTRE,,PAR-D-0577-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,04-Sep-18,04-Sep-18,Ia,04-5-53-08-06,0,2020,,,,,2017,PMH,,,"02°37'47.5""E","09°23'05.5""N",2.629861,9.384861,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,JNP,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,GAH YAKABOU,Gah Gnankabou,PAR-D-0235-04,FAUX,VRAI,Consommation courante,F,PMH,P2,Intermittent,Communautaire,,24-Jun-18,Ib,04-5-53-06-15,372,2020,,,,,1986,PMH,,,"02°34'52.9""E","09°23'37.2""N",2.581361,9.393666,,,,,,,,,,,,,,,,,UPM,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,FROMIN  N'KPAROU,Faranin Kparou,PAR-D-0165-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-16,123,2020,,DANEMARK,DANIDA,CANAL-EAU,1998,Treuil,,,"02°34'14.0""E","09°23'33.0""N",2.570555,9.3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,WORE,WORI,PAR-D-0228-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-01,338,2020,,DANEMARK,DANIDA,,2002,Treuil,,,"02°37'41.2""E","09°23'44.7""N",2.628111,9.39575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,WORE,WORI,PAR-D-0229-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-01,338,2020,,,,,1975,Treuil,,,"02°37'39.2""E","09°23'38.2""N",2.627556,9.393945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,NIKKI KPEROU,NIKKI KPEROU,PAR-D-0230-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,14-Jul-18,Ib,04-5-53-06-13,494,2020,,,,,2002,PMH,,,"02°35'44.0""E","09°23'44.2""N",2.595556,9.395611,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,NIKKI KPEROU,NIKKI KPEROU,PAR-D-0231-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-13,494,2020,,,,,,Treuil,,,"02°35'35.1""E","09°23'43.3""N",2.593083,9.395361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,KPASSAGAMBOU1,COTE GOUDRON,PAR-D-0565-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,12-Aug-18,12-Aug-18,Ib,04-5-53-06-10,69,2020,,PAYS-BAS,PPEA II,,2015,PMH,,,"02°37'07.2""E","09°25'18.3""N",2.618667,9.42175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA II,PPEA 2,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,DAKPARAROU,DAKPARAROU,PAR-D-0234-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-14,636,2020,,Eglise Catholique,CARITAS,,,Treuil,,,"02°34'56.8""E","09°23'50.1""N",2.582444,9.39725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Eglise Catholique,CARITAS,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,KPASSAGAMBOU3,KPASSAGAMBOU 3,PAR-D-0520-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Nov-12,14-Jul-18,Ib,04-5-53-06-09,83,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°36'44.1""E","09°25'45.3""N",2.61225,9.42925,42.96,,,,,42.96,15.66,,39.42,,,0.8,11.25,,,,INDIA MK3,35,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,SWINROU,Swinrou,PAR-D-0236-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-11,998,2020,,,,,,Treuil,,,"02°37'02.9""E","09°23'55.5""N",2.617472,9.39875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,DAKPARAROU,NIKKI GUEROU,PAR-D-0401-04,FAUX,FAUX,Consommation courante,F,,,,,,,Ib,04-5-53-06-14,636,2020,,France,CCCE,INTRAFOR-COFOR,,,Soc pan,Socle panafricain ,"02°35'00.0""E","09°24'00.0""N",2.583333,9.4,68,25.6,68,Granite,09-Oct-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,France,CCCE,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,KPASSAGAMBOU1,GAH YAKABOU,PAR-D-0424-04,FAUX,VRAI,Consommation courante,F,PMH,B,Intermittent,Communautaire,,12-Aug-18,Ib,04-5-53-06-10,69,2020,,PAYS-BAS,PAYS-BAS,FORAG SA,2005,PMH,Soc pan,Socle panafricain ,"02°37'00.7""E","09°25'16.5""N",2.616861,9.42125,61.41,17.21,44.14,Migmatite,28-Oct-05,,,,,,12/24/2005,0.72,,,,,VERGNET 4D,,10/8/2005,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PAYS-BAS,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,ALEROU1,ALEROU GAH 1,PAR-D-0433-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-08,12-Aug-18,Ib,04-5-53-06-06,169,2020,,DANEMARK,PADSEA 2,,2006,PMH,,,"02°36'43.9""E","09°26'20.9""N",2.612195,9.439138,,,,,,,,,,,,,,,,,VERGNET 4C,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,PADSEA 2,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,KPASSAGAMBOU 2,KPASSAGAMBOU 2,PAR-D-0434-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-08,24-Jun-18,Ib,04-5-53-06-08,80,2020,,DANEMARK,PADSEA 2,,2007,PMH,,,"02°37'12.3""E","09°25'59.4""N",2.620083,9.433167,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,PADSEA 2,,0,0
BORGOU,PARAKOU,,,,3e Arrondissement,WORE ,GAH BONROU,,PAR-D-0182-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,21-Apr-17,12-Aug-18,Ib,04-5-53-09-04,,2020,GAH BOROU,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"02°39'35.9""E","09°25'12.4""N",2.659972,9.420111,30.9,,,,18-Dec-16,30.9,,,,,,0.7,,,,,VERGNET 4C,28,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,1
BORGOU,PARAKOU,,,,3e Arrondissement,SWINROU ,NIKKI KPEROU,NIKKI KPEROU,PAR-D-0232-04,FAUX,VRAI,Consommation courante,PM,,A,Pérenne,Communautaire,,03-May-10,Ib,04-5-53-06-13,494,2020,,,,,,Treuil,,,"02°35'36.4""E","09°23'45.1""N",2.593444,9.395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,AGBASSA ,AGBASSA,,SAV-A-0044-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,11-Jan-18,11-Jan-18,IV,04-8-01-01-02,7001,2020,,,,,2017,,,,"02°17'11.9""E","08°49'32.6""N",2.286639,8.825723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
