Departement,Commune,Nom_AEV,No_AEV,Type_AEV_,Arrondissement,Village,Localite,Nom_Local,Indice_IRH,Hors_Parc,Ouvrage_Positif,Usage_Ouvrage,Type_Ouvrage,Type_SE,etat_ouvrage,Perennite,Propriete_Ouvrage,DateCreat,DateModif,Categorie,No_Localite,Pop_Ajustee,Annee_Actuelle,Autre_Nom,Id_Financement,Id_Programme,A_Ouvrage_Id.Entreprise,Annee_Fin,Type_Exhaure,Id_Unite_Hydro,Nom Unité hydro,Longitude,Latitude,xCoord,yCoord,Prof_Totale,Prof_Toit,Prof_Mur,Lithologie,Date_Foration,Prof_Equipee,Prof_Sup_Crep,Longueur_Crep,Prof_Inf_Crep,Geomorphologie,Date_Dvpt,Debit_Dvpt,Niv_Statique,Date_Niveau,Debit_Exploitable,Debit_Equipe,rqtListe_Pompe.Modele_Pompe,rqtListe_Pompe.Cote_Install,Date_Essai,Conductivite,Potabilite,A_Pmotor.Info_Programme,A_Pmotor.Modele_Pompe,Puissance_Pompe,Energie,A_Pmotor.Entreprise,Info_Entreprise,A_Pmotor.Cote_Install,AM_Install,Modele_Groupe,Puissance_Groupe,Puissance_Crete,Puissance_Eolienne,Vanne,Ventouse,Clapet,Anti_Belier,Compteur,Manometre,Tamis,SONEB,Etat_AEV,Expr1004,Expr1005,A_Ouvrage_Id.Info_Programme,Hauteur_Margelle,Debit_Fin_Foration
BORGOU,TCHAOUROU,,,,GORO,GORO I ,Goro I,FERME ATACORA,SAV-A-0039-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Nov-12,,V,04-8-03-01-01,3308,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°29'28.0""E","08°55'05.8""N",2.491111,8.918278,52,,,,,52,25.36,,49.2,,,1.489,15.79,,,,AFRIDEV,28,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO I ,Goro I,GORO,SAV-A-0045-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,06-Mar-18,07-Mar-18,V,04-8-03-01-01,3308,2020,,,,,2018,PMH,,,"02°29'58.5""E","08°58'26.3""N",2.499583,8.973972,41,,,,,,,,,,,1,5.28,,1,,VERGNET,29,1/28/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADEC 2016-17,0,
BORGOU,TCHAOUROU,,,,GORO,GORO III ,Goro Gah,GORO 3,PAR-C-0226-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,17-Mar-10,14-Apr-10,V,04-8-03-03-01,2009,2020,NIM SOUAMBOU,UEMOA,UEMOA,FORATEC,2009,PMH,,,"02°29'33.8""E","09°00'28.8""N",2.492722,9.008,37.18,,,,10-May-09,37.18,28.03,9.15,33.9,,,2.03,6.52,,0.7,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO I ,Goro I,GORO I BLOC A,SAV-B-0059-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,V,04-8-03-01-01,3308,2020,,EGLISE EVANGELIQUE,UEEB,,,Treuil,,,"02°30'07.3""E","08°58'32.4""N",2.502028,8.975667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,EGLISE EVANGELIQUE,UEEB,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO III ,Goro Gah,GOURE GOULA,PAR-C-0072-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,04-Jan-18,20-Feb-18,V,04-8-03-03-01,2009,2020,NIM SOUAMBOU,,,,2017,PMH,,,"02°27'38.4""E","09°01'04.1""N",2.460667,9.017805,55.22,,,Migmatite+Gneiss+granitoide,,,,,,,,5,16.48,,,,VERGNET 4D,42,11/22/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,AEV de GORO I,04-8-03-009,AEV,GORO,GORO I ,Goro I,GORO I BLOC A,SAV-B-0063-04,FAUX,VRAI,AEP,F,AEV,B,Pérenne,Communautaire,,31-Jan-10,V,04-8-03-01-01,3308,2020,,DANEMARK,DANIDA,FORAG SA,2003,Pompe à moteur,Soc pan,Socle panafricain ,"02°30'07.6""E","08°58'20.0""N",2.502111,8.972222,60,30,60,Granite facturé,04-Jun-02,60,,,,,6/4/2002,8.6,5.65,,4.67,1,GRUNDFOS,,6/20/2002,,,,GRUNDFOS,,Thermique,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,F,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO II ,Goro II,GORO II BLOC A,INC-C-0147-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-03-02-02,4543,2020,GORO,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°29'47.2""E","08°58'32.2""N",2.496444,8.975611,42,9,42,Granite fracturé,23-Sep-83,15,,,,,,,5.9,,,,INDIA,,9/23/1983,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO II ,Goro II,GORO II BLOC A,SAV-A-0014-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-03-02-02,4543,2020,GORO,,,,2007,PMH,,,"02°29'41.2""E","08°58'34.1""N",2.494778,8.976139,,,,,,,,,,,,,,,,,VERGNET,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO II ,Goro II,GORO II BLOC A,SAV-A-0015-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Ecole,,28-Feb-10,V,04-8-03-02-02,4543,2020,GORO,AUTRE,Organis. Réligieuse,,1995,Treuil,,,"02°29'40.8""E","08°58'34.3""N",2.494667,8.976194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,Organis. Réligieuse,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO II ,Goro II,GORO II BLOC A,SAV-A-0017-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,28-Feb-10,V,04-8-03-02-02,4543,2020,GORO,AUTRE,Organis. Réligieuse,,1971,Treuil,,,"02°29'49.6""E","08°58'37.0""N",2.497111,8.976944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,Organis. Réligieuse,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO I ,Goro I,GORO I BLOC A,SAV-A-0020-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-03-01-01,3308,2020,,AUTRE,PVH,,,PMH,,,"02°28'55.5""E","08°55'35.4""N",2.482083,8.9265,,,,,,,,,,,,,,,,,ABI,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,PVH,,0,0
BORGOU,TCHAOUROU,,,,GORO,GORO I ,Goro I,WOBOU,SAV-B-0058-04,FAUX,VRAI,AEP,PM,,B,Pérenne,Centre de santé,,11-Sep-14,V,04-8-03-01-01,3308,2020,,,,,,Treuil,,,"02°30'02.3""E","08°58'26.2""N",2.500639,8.973945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU CENTRE,INC-C-0123-04,FAUX,VRAI,Consommation courante,F,PMH,P2,sec,Communautaire,,04-Jul-14,IV,04-8-02-03-02,3228,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°09'53.0""E","09°18'04.2""N",2.164722,9.301167,48.65,19,48.65,Granite fracturé,12-Jan-84,48.65,,,,,,,10.7,,41,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,WARI-MARO ,Wari Maro,,PAR-C-0086-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,06-Mar-18,06-Mar-18,V,04-8-02-05-02,7181,2020,,,,,2018,PMH,,,"02°09'23.7""E","09°09'45.7""N",2.156583,9.162694,49.78,,,,,,,,,,,0.95,7.34,,0.7,,VERGNET 4D,45,1/25/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,ADECOB/PAEFE,0,
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou Samali Peulh,KPESSOU-SAMALI PEULH,PAR-C-0068-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-03,1253,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°10'52.1""E","09°16'32.0""N",2.181139,9.275556,43.39,37,43.39,Granite altéré et fracturé,11-Jun-02,43.39,,,,,6/11/2002,10,4.94,,11.86,1,AFRIDEV,,6/20/2002,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou-Samali,KPESSOU SAMALI,PAR-C-0067-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-01,2344,2020,,Conseil de l'Entente,CE III,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°10'55.8""E","09°16'40.0""N",2.182167,9.277778,36.8,7,36.8,Orthogneiss fracturé,02-Feb-95,36.8,,,,,2/2/1995,1.028,7.4,,1.08,0.7,VERGNET,,3/20/1995,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU SAMALI,PAR-C-0066-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-02-03-02,3228,2020,,Eglise Catholique,EVECHE,,,Treuil,,,"02°10'51.4""E","09°17'38.8""N",2.180944,9.294111,,0,,,,16,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Eglise Catholique,EVECHE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou Samali Peulh,KPESSOU DITAMARI,PAR-C-0063-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,,IV,04-8-02-03-03,1253,2020,,AUTRE,AUTRE,,,Treuil,,,"02°10'07.2""E","09°18'34.9""N",2.168667,9.309694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou-Samali,KPESSOU SAMALI,PAR-C-0062-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,,IV,04-8-02-03-01,2344,2020,,AUTRE,AUTRE,,,Treuil,,,"02°10'04.7""E","09°18'00.6""N",2.167972,9.300167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU CENTRE,PAR-C-0061-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-02,3228,2020,,Conseil de l'Entente,CE III,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°10'47.9""E","09°18'00.0""N",2.179972,9.3,36.84,10.5,36.84,Gneiss à biotite fracturé,06-Feb-95,36.84,,,,,2/6/1995,1.44,15.73,,0.6,0.7,VERGNET,,3/17/1995,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU CENTRE,PAR-C-0060-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-02-03-02,3228,2020,,BUDGET NATIONAL DU BENIN,CARDER,,,Treuil,,,"02°10'42.2""E","09°17'56.4""N",2.178389,9.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,BUDGET NATIONAL DU BENIN,CARDER,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU GAH,PAR-C-0049-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,05-Sep-16,05-Sep-16,IV,04-8-02-03-02,3228,2020,,,,,2016,PMH,,,"02°07'33.0""E","09°15'50.9""N",2.125833,9.264139,39.61,,,,,,,,,,,1.3,6,,0.7,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADEC NON AFFECTE,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou-Samali,SINAHOU,PAR-C-0021-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-02-03-01,2344,2020,,SUISSE,SUISSE,,,Treuil,,,"02°10'58.3""E","09°16'01.8""N",2.182861,9.267167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,SUISSE,SUISSE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU,PAR-A-0113-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-03-02,3228,2020,,UEMOA,UEMOA,CGC-BENIN,,PMH,,,"02°11'25.9""E","09°18'31.6""N",2.190528,9.308778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU,PAR-A-0112-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-03-02,3228,2020,,,,,,PMH,,,"02°10'08.4""E","09°18'01.1""N",2.169,9.300305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU,PAR-A-0111-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-03-02,3228,2020,,,,,,PMH,,,"02°10'07.0""E","09°17'03.9""N",2.168611,9.284416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,,PAR-C-0154-04,FAUX,VRAI,,PM,PMH,,,,10-Oct-18,,IV,04-8-02-03-02,3228,2020,,,,,,,,,"02°08'58.1""E","09°19'35.1""N",2.149472,9.326417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,SABI MONKOKPAROU,PAR-C-0212-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,21-Jan-09,19-Jan-10,IV,04-8-02-02-01,5341,2020,Touri Kpara,UEMOA,UEMOA,CGC-BENIN,2008,PMH,,,"02°19'37.0""E","09°12'33.0""N",2.326944,9.209167,39523,,,Gneiss,16-Mar-08,,,,,,,,,,0.7,,VERGNET,,4/14/2008,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI KOKA BLOC A,PAR-C-0155-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,Conseil de l'Entente,CE III,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°19'30.0""E","09°12'40.0""N",2.325,9.211111,61.13,10,61.13,,01-Feb-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU,PAR-C-0166-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-02-03,4722,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°16'27.0""E","09°12'05.9""N",2.274167,9.201639,61,,,Gneiss fracturé,06-Jan-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,Quartier,PAR-C-0180-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,DANEMARK,DANIDA,FORAG SA,,PMH,,,"02°19'29.0""E","09°12'43.0""N",2.324722,9.211945,63.77,9.19,54.58,,,63.23,12.81,,18.76,,6/24/2003,3.08,13.48,6/24/2003,3.08,3.08,INDIA,21,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,Sabi N'gourou Monko Kparou,PAR-C-0198-04,FAUX,FAUX,Consommation courante,F,,B,Intermittent,Communautaire,,,IV,04-8-02-02-03,4722,2020,,PAYS-BAS,PAYS-BAS,FORAG SA,,PMH,Soc pan,Socle panafricain ,,,,,61.61,28.18,33.43,Migmatite,24-Oct-05,61.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PAYS-BAS,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0199-04,FAUX,FAUX,AEP,F,,NE,Non pérenne,Communautaire,,,IV,04-8-02-02-03,4722,2020,,DANEMARK,DANIDA,FORAG SA,,,Gneiss,Gneiss,"02°16'43.2""E","09°12'07.3""N",2.278667,9.202027,98,10,88,gneiss facruré,11-Nov-06,82.94,,23.22,,,11/11/2006,3.085,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou-Samali,KPESSOU SAMALI,INC-C-0125-04,FAUX,VRAI,Consommation courante,F,PMH,B,Non pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-01,2344,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°10'14.9""E","09°18'04.2""N",2.170805,9.301167,48.65,19,48.65,Granite fracturé,12-Jan-84,48.65,,,,,,,10.7,,,,AFRIDEV,,2/27/1984,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU,PAR-C-0201-04,FAUX,FAUX,AEP,F,,NE,sec,Communautaire,,,IV,04-8-02-02-03,4722,2020,,DANEMARK,DANIDA,FORAG SA,,,Gneiss,Gneiss,"02°16'44.0""E","09°12'07.8""N",2.278889,9.202167,90,7.5,82.5,gneiss peu fracturé,13-Nov-06,0,,,,,11/12/2006,0.1,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,KPESSOU BLOC A,INC-C-0124-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-02,3228,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°09'43.1""E","09°17'43.0""N",2.161972,9.295278,49.17,18,49.17,gneiss peu fracturé,17-Jul-02,49.17,,,,,7/17/2002,0.7,6.14,,1,0.7,AFRIDEV,,7/26/2002,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,KADJEHOUN,PAR-C-0220-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-09,,IV,04-8-02-02-03,4722,2020,,UNION EUROPEENNE,PAGIREL,FORAG SA,,PMH,,,"02°17'07.4""E","09°12'01.2""N",2.285389,9.200334,61,,,Granite  sain,16-Feb-08,61,19.6,20.82,60.3,,2/16/2008,0.96,5.8,2/16/2008,,,VERGNET,31,2/26/2008,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,PAGIREL,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Angaradébou,ANGARADEBOU,PAR-C-0228-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,17-Mar-10,02-Jul-10,IV,04-8-02-02-02,2255,2020,,UEMOA,UEMOA,FORATEC,2009,PMH,,,"02°18'44.5""E","09°12'34.3""N",2.312361,9.209528,48.75,,,,14-May-09,48.75,40.32,2.5,46.25,,,5.85,6.55,,1,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,WINRA,PAR-C-0250-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Nov-12,,IV,04-8-02-02-03,4722,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°21'34.1""E","09°09'05.1""N",2.359472,9.151417,47.11,,,,,47.11,37.43,,43.37,,,1.542,14.1,,,,AFRIDEV,28,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,CEG BETEROU,PAR-C-0252-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,02-May-13,,IV,04-8-02-02-03,4722,2020,,COOPERATION DECENTRALISEE,CD-VIRTON,FORAG SA,2013,PMH,,,"02°16'51.8""E","09°11'53.8""N",2.281055,9.198277,48.85,,,,,48.85,,,,,,0.96,8.26,,,0.7,,25,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,COOPERATION DECENTRALISEE,CD-VIRTON,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Saata,SAATA,INC-C-0122-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-03-04,2058,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,Soc pan,Socle panafricain ,"02°08'27.1""E","09°18'58.0""N",2.140861,9.316112,61.46,24,61.46,migmatite fracturé,07-May-02,61.46,,,,,5/7/2002,1.1,4.8,,1,0.7,AFRIDEV,,5/13/2002,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,KPESSOU ,Kpessou,Kpéssou gbéroukpanin,PAR-C-0160-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,15-Oct-18,16-Oct-18,IV,04-8-02-03-02,3228,2020,,,,SHS. Sarl,2018,PMH,,,"02°08'58.1""E","09°19'35.1""N",2.149472,9.326417,42.72,,,"Migmatite , gneiss, schiste",,42.72,19.2,,36.86,,,1.44,6.92,,0.7,,VERGNET 4C,32,5/25/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADeC NON AFFECTE,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU,PAR-C-0200-04,FAUX,FAUX,AEP,F,,NE,sec,Communautaire,,,IV,04-8-02-02-03,4722,2020,,DANEMARK,DANIDA,FORAG SA,,,Gneiss,Gneiss,"02°16'43.5""E","09°12'07.6""N",2.27875,9.202111,90,11.5,78.5,Gneiss à biotite sain,12-Nov-06,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,SINAHOU ,Sinahou,Sinahou Gah,PAR-C-0050-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,27-Feb-17,20-Apr-17,IV,04-8-02-04-01,831,2020,,,,,2016,,,,"02°14'54.2""E","09°11'03.6""N",2.248389,9.184334,50.15,,,,,,,,,,,1,11.82,,0.7,,VERGNET,32,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,Fadec non affecté,0,0
